Name,max_number_of_traces,labels_to_split,original labels,original_precision,original_simplicity,original_generalization,original_fitness,Xixi number of Clusters found,Xixi Precision,Xixi ARI,use_combined_context,use_frequency,window_size,distance_metric,threshold,Number of Clusters found,Precision Align,ARI,Simplicity,Generalization,Fitness
real_logs/road_traffic_fines,500000,F,[],0.6995790211761417,0.6296296296296295,0.9912418223088386,0.9997434474040484,0,0,0,False,True,1,DistanceVariant.EDIT_DISTANCE,0,2,0.743706208866038,0.743706208866038,0.6385542168674699,0.9910541375932325,0.9997678717652789
real_logs/road_traffic_fines,500000,F,[],0.6995790211761417,0.6296296296296295,0.9912418223088386,0.9997434474040484,0,0,0,False,True,1,DistanceVariant.EDIT_DISTANCE,0.1,2,0.743706208866038,0.743706208866038,0.6385542168674699,0.9910541375932325,0.9997678717652789
real_logs/road_traffic_fines,500000,F,[],0.6995790211761417,0.6296296296296295,0.9912418223088386,0.9997434474040484,0,0,0,False,True,1,DistanceVariant.EDIT_DISTANCE,0.2,2,0.743706208866038,0.743706208866038,0.6385542168674699,0.9910541375932325,0.9997678717652789
real_logs/road_traffic_fines,500000,F,[],0.6995790211761417,0.6296296296296295,0.9912418223088386,0.9997434474040484,0,0,0,False,True,1,DistanceVariant.EDIT_DISTANCE,0.3,2,0.743706208866038,0.743706208866038,0.6385542168674699,0.8539939637434493,0.9997678717652789
real_logs/road_traffic_fines,500000,F,[],0.6995790211761417,0.6296296296296295,0.9912418223088386,0.9997434474040484,0,0,0,False,True,1,DistanceVariant.EDIT_DISTANCE,0.4,2,0.743706208866038,0.743706208866038,0.6385542168674699,0.8539939637434493,0.9997678717652789
real_logs/road_traffic_fines,500000,F,[],0.6995790211761417,0.6296296296296295,0.9912418223088386,0.9997434474040484,0,0,0,False,True,1,DistanceVariant.EDIT_DISTANCE,0.5,10,0.7125832414165536,0.7125832414165536,0.5813953488372092,0.9547198147903679,0.9999175708097034
real_logs/road_traffic_fines,500000,F,[],0.6995790211761417,0.6296296296296295,0.9912418223088386,0.9997434474040484,0,0,0,False,True,1,DistanceVariant.EDIT_DISTANCE,0.6,10,0.7125832414165536,0.7125832414165536,0.5813953488372092,0.9586910036663605,0.9999175708097034
real_logs/road_traffic_fines,500000,F,[],0.6995790211761417,0.6296296296296295,0.9912418223088386,0.9997434474040484,0,0,0,False,True,1,DistanceVariant.EDIT_DISTANCE,0.7,10,0.7125832414165536,0.7125832414165536,0.5813953488372092,0.9586910036663605,0.9999175708097034
real_logs/road_traffic_fines,500000,F,[],0.6995790211761417,0.6296296296296295,0.9912418223088386,0.9997434474040484,0,0,0,False,True,1,DistanceVariant.EDIT_DISTANCE,0.8,10,0.7125832414165536,0.7125832414165536,0.5813953488372092,0.9547198569664418,0.9999175708097034
real_logs/road_traffic_fines,500000,F,[],0.6995790211761417,0.6296296296296295,0.9912418223088386,0.9997434474040484,0,0,0,False,True,1,DistanceVariant.EDIT_DISTANCE,0.9,10,0.7125832414165536,0.7125832414165536,0.5813953488372092,0.9547782535303788,0.9999175708097034
